employee_id,first_name,last_name,position,store_id,hire_date,email,phone
327,Sarah,Garcia,Cashier,327,2020-01-09,2588cf8c2b@example.com,+13950013821
328,John,Johnson,Cashier,328,2020-06-25,932d20904b@example.com,+18242057671
329,Lisa,Johnson,Sales Associate,329,2020-11-28,390f122309@example.com,+12762937249
330,Emily,Jones,Cashier,330,2021-08-24,0267445658@example.com,+18653711804
331,Emily,Smith,Sales Associate,331,2019-11-25,f046afd4b8@example.com,+15046326685
332,Lisa,Jones,Cashier,332,2021-05-06,f4081358ce@example.com,+12765210566
333,Emily,Johnson,Customer Service,333,2021-05-15,42881ad4e8@example.com,+11022653879
334,Sarah,Johnson,Customer Service,334,2019-08-06,8400f73003@example.com,+15183669904
335,Lisa,Smith,Cashier,335,2018-09-22,959bb69327@example.com,+14009570428
336,Lisa,Williams,Sales Associate,336,2021-04-19,4fd2719d8d@example.com,+17024777207
337,David,Miller,Sales Associate,337,2018-09-06,6a1512c6aa@example.com,+13366629688
338,David,Garcia,Manager,338,2021-10-06,cc10a506b1@example.com,+16829104037
339,Robert,Davis,Sales Associate,339,2022-05-08,1deea80414@example.com,+15445300444
340,Jane,Johnson,Customer Service,340,2020-12-10,7fa8a48e6f@example.com,+12136995911
341,Lisa,Williams,Sales Associate,341,2020-02-11,7050570436@example.com,+11917881240
342,Lisa,Miller,Manager,342,2021-06-13,0092c99ea3@example.com,+13661727948
343,Robert,Brown,Sales Associate,343,2022-01-25,782600645a@example.com,+11047618455
344,Robert,Davis,Stock Clerk,344,2021-10-08,b412d4aa6a@example.com,+12619068403
345,Michael,Jones,Cashier,345,2019-12-11,6e383ecf5d@example.com,+13576778179
346,Emily,Miller,Sales Associate,346,2018-09-21,cadc68e883@example.com,+12458295560
347,Sarah,Johnson,Sales Associate,347,2021-06-10,5cb5f3a078@example.com,+16252031823
348,Sarah,Johnson,Sales Associate,348,2021-07-24,a1d8ce20e7@example.com,+19759049730
349,Michael,Miller,Sales Associate,349,2020-11-28,434092c611@example.com,+15836195855
350,Michael,Garcia,Cashier,350,2021-12-03,375aef0629@example.com,+13643817111
351,Robert,Garcia,Cashier,351,2021-12-27,411777eacc@example.com,+11744756130
352,Lisa,Garcia,Sales Associate,352,2021-05-08,f56ce3fcde@example.com,+11070204534
353,Michael,Brown,Sales Associate,353,2021-11-05,cf927b2e3a@example.com,+13567603056
354,Michael,Smith,Sales Associate,354,2020-03-22,929f9ab61b@example.com,+11657264725
355,Michael,Smith,Sales Associate,355,2021-10-06,64b4f09b48@example.com,+13716427270
356,David,Garcia,Manager,356,2022-06-06,11ed32c4f3@example.com,+18260671317
357,Jane,Jones,Sales Associate,357,2018-12-05,3d9efd9ed8@example.com,+12558113132
358,Jane,Johnson,Customer Service,358,2022-02-05,11bdfe26e8@example.com,+14574793126
359,Lisa,Miller,Sales Associate,359,2020-12-18,ababb05609@example.com,+19999067649
360,Sarah,Jones,Stock Clerk,360,2021-11-23,6065fe33dd@example.com,+13466606654
361,Emily,Williams,Cashier,361,2021-01-19,c72759306e@example.com,+11748100769
362,Sarah,Davis,Stock Clerk,362,2022-06-21,056f2129a7@example.com,+11045549974
363,Sarah,Davis,Manager,363,2021-01-30,2bf02c1667@example.com,+18067459481
364,Jane,Davis,Sales Associate,364,2022-03-14,f35fd892cc@example.com,+14646061482
365,David,Davis,Cashier,365,2021-12-25,15b30979e7@example.com,+17025061970
366,David,Smith,Sales Associate,366,2021-10-28,c2701c8871@example.com,+17885289900
367,Lisa,Johnson,Stock Clerk,367,2020-12-02,c6c51eb180@example.com,+19262551352
368,Robert,Brown,Cashier,368,2021-01-16,9f20f27329@example.com,+19618461719
369,Lisa,Jones,Sales Associate,369,2022-04-15,ea8bf8f729@example.com,+14362904217
370,Lisa,Davis,Customer Service,370,2020-09-27,d6c1752472@example.com,+16268442864
371,Lisa,Jones,Sales Associate,371,2019-08-13,000770ef3d@example.com,+11946359358
372,Michael,Brown,Manager,372,2018-12-08,87cdc07516@example.com,+14453292668
373,David,Davis,Stock Clerk,373,2021-10-31,121321b18c@example.com,+15629579690
374,John,Jones,Sales Associate,374,2018-12-23,889aff25dc@example.com,+17253232902
375,John,Johnson,Cashier,375,2020-07-25,44722c87fb@example.com,+18001722443
376,David,Miller,Cashier,376,2019-01-27,2f3f088038@example.com,+15757643500
377,Michael,Brown,Manager,377,2021-05-25,b97ddcbcee@example.com,+12865154353
378,Robert,Brown,Stock Clerk,378,2022-03-01,a7f819d241@example.com,+11155515107
379,Sarah,Davis,Manager,379,2021-05-21,8a0fe57caf@example.com,+13902459294
380,Lisa,Davis,Sales Associate,380,2020-04-26,529fe52cce@example.com,+11636780068
381,John,Brown,Stock Clerk,381,2020-12-20,113a82089e@example.com,+14395370051
382,David,Johnson,Stock Clerk,382,2020-08-14,031d04fa02@example.com,+18474983690
383,Robert,Johnson,Sales Associate,383,2021-08-14,e2918cba4a@example.com,+14544822840
384,Michael,Johnson,Stock Clerk,384,2021-03-18,2f4e58f47e@example.com,+17583357172
385,Emily,Davis,Manager,385,2019-06-28,227a2ef1fc@example.com,+15629423321
386,David,Miller,Manager,386,2020-10-13,274fd3893f@example.com,+14211932784
387,David,Williams,Cashier,387,2020-03-13,4a2db12ec3@example.com,+17096372960
388,Lisa,Davis,Cashier,388,2021-01-04,810edfa157@example.com,+17972332684
389,Robert,Brown,Manager,389,2021-12-21,69d8cff7d6@example.com,+13680382905
390,Sarah,Williams,Customer Service,390,2019-04-16,9942a1b0c6@example.com,+15624031905
391,Jane,Garcia,Customer Service,391,2019-12-31,62b04f3277@example.com,+17869033927
392,John,Williams,Manager,392,2021-10-31,3b72967c1e@example.com,+18509842709
393,Michael,Miller,Customer Service,393,2020-05-12,b4d2fc77e5@example.com,+11066665528
394,Sarah,Brown,Stock Clerk,394,2021-01-14,068547599d@example.com,+18627735374
395,David,Williams,Stock Clerk,395,2022-01-14,d942d6e7de@example.com,+11273827742
396,John,Garcia,Stock Clerk,396,2020-07-07,f52a73e4f2@example.com,+17701418259
397,Michael,Miller,Customer Service,397,2020-12-10,ea20e104c6@example.com,+14781766306
398,Michael,Smith,Manager,398,2021-08-21,cb10050052@example.com,+11090155171
399,Michael,Garcia,Sales Associate,399,2022-01-03,23b9d55f8e@example.com,+13045840208
400,Emily,Davis,Customer Service,400,2020-03-11,d0bb7e2073@example.com,+13670777442
401,Robert,Smith,Stock Clerk,401,2022-03-25,6e8764c523@example.com,+14623218633
402,Jane,Brown,Stock Clerk,402,2019-04-01,d08b6e54b4@example.com,+14170314276
403,Jane,Smith,Sales Associate,403,2019-05-11,40548ca981@example.com,+13098845476
404,Lisa,Smith,Cashier,404,2021-08-08,9d4de1987d@example.com,+16286972770
405,John,Garcia,Cashier,405,2020-12-29,2633000931@example.com,+13535979426
406,David,Johnson,Customer Service,406,2020-03-20,08ac783e25@example.com,+19228475364
407,Lisa,Brown,Manager,407,2021-04-21,9e4365cf21@example.com,+17675699052
408,Jane,Jones,Sales Associate,408,2022-01-22,d76c5f1c8b@example.com,+14423309893
409,Michael,Brown,Stock Clerk,409,2022-06-02,84ecc86974@example.com,+17807992538
410,Emily,Johnson,Cashier,410,2022-04-21,cf3d7b7fa7@example.com,+15960370468
411,Sarah,Miller,Sales Associate,411,2019-06-28,597aa7d36c@example.com,+11557480367
412,Jane,Davis,Cashier,412,2021-08-31,c2ae6dce95@example.com,+14443488045
413,Jane,Williams,Cashier,413,2019-08-28,4eef86baa7@example.com,+17674734024
414,John,Brown,Customer Service,414,2021-05-26,a40100ec5d@example.com,+14902812257
415,Robert,Smith,Sales Associate,415,2019-12-27,362e076772@example.com,+18247676299
416,Michael,Miller,Stock Clerk,416,2019-06-14,583766a3e8@example.com,+18891322959
417,David,Miller,Stock Clerk,417,2020-03-07,ed6490d56b@example.com,+16303759997
418,Lisa,Smith,Cashier,418,2022-06-04,6591a8350c@example.com,+16737433219
419,David,Brown,Cashier,419,2020-11-15,dfe0f8b918@example.com,+14003652427
420,Lisa,Miller,Sales Associate,420,2019-01-15,e91e8ae406@example.com,+15713073919
421,Michael,Miller,Customer Service,421,2020-09-19,7b31fa589c@example.com,+18094699753
422,Jane,Johnson,Stock Clerk,422,2022-04-17,6ea08a201b@example.com,+14022107420
423,Michael,Jones,Customer Service,423,2020-04-11,bbda976c27@example.com,+14012523740
424,Lisa,Williams,Customer Service,424,2022-07-05,f7e5d241a1@example.com,+16490710722
425,Emily,Jones,Customer Service,425,2019-10-07,1e22e37aad@example.com,+12033752616
426,Sarah,Davis,Customer Service,426,2021-11-08,0c33b3c2a0@example.com,+11030079336
427,Robert,Johnson,Sales Associate,427,2022-02-20,c73505a9f2@example.com,+14276398610
428,John,Davis,Manager,428,2019-08-24,67f8f368f4@example.com,+16185944317
429,Emily,Smith,Cashier,429,2022-06-26,2bdb2f21d9@example.com,+19676670533
430,Jane,Miller,Customer Service,430,2020-10-25,4cccc38ca9@example.com,+17533134882
431,Lisa,Davis,Cashier,431,2020-06-21,440e990a24@example.com,+13221821769
432,Michael,Brown,Sales Associate,432,2019-09-14,05d47060b8@example.com,+11859964217
433,Emily,Williams,Stock Clerk,433,2020-09-22,a20fd0603e@example.com,+17957145322
434,Emily,Williams,Cashier,434,2019-06-11,3340e4d2be@example.com,+14698448974
435,Jane,Garcia,Manager,435,2022-05-07,92ecac3677@example.com,+13458441039
436,Emily,Garcia,Cashier,436,2021-10-19,fbb3afaafc@example.com,+11821004987
437,Michael,Miller,Sales Associate,437,2019-06-22,57244da3fe@example.com,+17949311018
438,Lisa,Miller,Stock Clerk,438,2021-08-16,1c5efd6226@example.com,+16895981187
439,Emily,Jones,Customer Service,439,2022-02-26,92f5406d45@example.com,+11538027596
440,Robert,Smith,Customer Service,440,2020-01-25,949f84b153@example.com,+11023968145
441,Emily,Johnson,Manager,441,2022-03-27,9432ee51fe@example.com,+11007785158
442,Michael,Jones,Sales Associate,442,2019-11-22,61c9e989ae@example.com,+12912192403
443,Robert,Miller,Customer Service,443,2021-07-23,e041574c44@example.com,+11074905961
444,Sarah,Miller,Customer Service,444,2022-03-31,41e0235d97@example.com,+19530839823
445,Sarah,Brown,Manager,445,2018-12-20,fcda5bcb06@example.com,+11002736144
446,John,Williams,Manager,446,2021-05-25,d55f409db6@example.com,+16964876334
447,Sarah,Smith,Sales Associate,447,2020-11-30,00ba7bd299@example.com,+18071642287
448,John,Miller,Sales Associate,448,2020-08-24,9a1643f45a@example.com,+16907933029
449,Emily,Johnson,Cashier,449,2018-09-20,72f8d7a5b6@example.com,+19607054170
450,Lisa,Davis,Cashier,450,2019-05-25,87790b3691@example.com,+11098855625
451,Robert,Brown,Stock Clerk,451,2019-09-21,26b201c7c5@example.com,+19378166848
452,Emily,Miller,Customer Service,452,2020-08-10,4017f09c6d@example.com,+19103690002
453,Sarah,Brown,Stock Clerk,453,2021-12-05,5e4c857ff4@example.com,+17206768553
454,Jane,Davis,Sales Associate,454,2021-06-24,675cdf87b1@example.com,+12508325099
455,John,Williams,Cashier,455,2019-10-19,812bf7acb0@example.com,+11007029002
456,Michael,Jones,Cashier,456,2020-04-22,5f193d60f3@example.com,+14960222786
457,Emily,Williams,Cashier,457,2022-04-29,bde860dc9d@example.com,+11735565113
458,John,Johnson,Sales Associate,458,2019-02-01,f3736b3a1e@example.com,+14523240376
459,Sarah,Brown,Sales Associate,459,2019-04-08,4995fef80e@example.com,+16921203611
460,Lisa,Smith,Manager,460,2021-02-14,87502919ba@example.com,+15831555283
461,Emily,Davis,Cashier,461,2018-11-02,f272c304c9@example.com,+15379070503
462,Michael,Garcia,Cashier,462,2019-12-29,19aa47f75c@example.com,+15516531063
463,Michael,Williams,Customer Service,463,2021-01-29,0cf97a804a@example.com,+15815001378
464,Jane,Miller,Stock Clerk,464,2022-02-27,a611282b92@example.com,+13955795697
465,Sarah,Johnson,Cashier,465,2019-01-03,3f27671b1d@example.com,+18711730628
466,John,Garcia,Cashier,466,2020-03-01,89dc97383c@example.com,+15894503751
467,Jane,Davis,Manager,467,2021-03-30,99c3092192@example.com,+11080232436
468,Robert,Johnson,Customer Service,468,2021-12-25,aeece360d3@example.com,+18281157233
469,Sarah,Williams,Manager,469,2019-06-13,355073bfd3@example.com,+19653363242
470,Emily,Smith,Cashier,470,2022-05-24,6cb62972eb@example.com,+12701954755
471,Sarah,Davis,Customer Service,471,2022-08-31,55ae692172@example.com,+11569779045
472,Emily,Brown,Sales Associate,472,2021-01-06,e4d6820928@example.com,+18300495099
473,Sarah,Garcia,Manager,473,2021-07-20,6fc49cf87e@example.com,+11173088553
474,Jane,Brown,Customer Service,474,2022-03-22,8a804dd83e@example.com,+15439011743
475,David,Jones,Stock Clerk,475,2018-10-30,289fc91910@example.com,+14454614942
476,Michael,Garcia,Manager,476,2020-11-26,c694f76512@example.com,+19626437382
477,Emily,Johnson,Stock Clerk,477,2021-04-21,96c4d5f1f5@example.com,+14701694116
478,Jane,Johnson,Customer Service,478,2021-08-31,d3d2c7731b@example.com,+11633175118
479,Michael,Garcia,Manager,479,2020-03-09,8a6e29370d@example.com,+11017257900
480,Jane,Johnson,Sales Associate,480,2018-10-20,c6fd87c890@example.com,+11784965842
481,Lisa,Miller,Stock Clerk,481,2020-10-22,97be61c334@example.com,+18462594153
482,David,Davis,Stock Clerk,482,2018-09-10,fd99229214@example.com,+19240108688
483,Robert,Johnson,Sales Associate,483,2019-05-14,02f126dcb6@example.com,+15128790415
484,Michael,Davis,Customer Service,484,2020-06-21,d6256aa828@example.com,+16906145058
485,David,Garcia,Manager,485,2018-10-22,d316b01d1a@example.com,+18840579780
486,John,Williams,Cashier,486,2020-02-21,703f79138b@example.com,+11766679762
487,Lisa,Williams,Sales Associate,487,2019-02-05,973be62c04@example.com,+11040298322
488,Robert,Williams,Cashier,488,2022-03-21,d240b97570@example.com,+16094967986
489,Robert,Smith,Sales Associate,489,2020-12-01,7f3e4ef44a@example.com,+18554890594
490,Michael,Brown,Stock Clerk,490,2021-05-31,97c16ced63@example.com,+11045426251
491,Jane,Davis,Sales Associate,491,2021-05-17,65628927c0@example.com,+18235112847
492,David,Brown,Stock Clerk,492,2020-12-14,a4171ed7bf@example.com,+14973685288
493,David,Brown,Cashier,493,2022-07-28,8b40d7315c@example.com,+12291252909
494,Sarah,Garcia,Manager,494,2020-12-31,b69e67d856@example.com,+11013494160
495,Jane,Jones,Manager,495,2020-03-27,36825ee43a@example.com,+13166056635
496,Robert,Brown,Cashier,496,2020-01-28,457cfd859e@example.com,+15050516364
497,Emily,Brown,Sales Associate,497,2019-02-07,a614b6b6fd@example.com,+18314020009
498,John,Williams,Customer Service,498,2020-08-06,d5cdfa21a7@example.com,+11720501443
499,Michael,Johnson,Manager,499,2019-10-21,9a14d9b97f@example.com,+14906630768
500,Lisa,Davis,Sales Associate,500,2022-07-24,94221e0f29@example.com,+17580447469
501,Robert,Davis,Sales Associate,501,2021-02-10,7efafab379@example.com,+16032849594
502,Sarah,Johnson,Sales Associate,502,2021-11-08,2a98487f43@example.com,+17450604516
503,Emily,Jones,Customer Service,503,2022-05-30,4f1a908992@example.com,+11031642430
504,Emily,Smith,Manager,504,2020-02-05,186b10f573@example.com,+17323629876
505,Emily,Davis,Customer Service,505,2021-12-08,73f97b4c22@example.com,+15122673011
506,John,Williams,Manager,506,2020-04-18,51e11026b1@example.com,+14918404563
507,Jane,Miller,Cashier,507,2020-09-28,104c95a992@example.com,+13347070147
508,Michael,Smith,Customer Service,508,2019-02-21,ecaade55a9@example.com,+15909140892
509,Sarah,Williams,Sales Associate,509,2020-09-07,f583ca92de@example.com,+12479242602
510,Michael,Brown,Sales Associate,510,2021-04-28,59aff3e2b7@example.com,+13279384781
511,Emily,Miller,Cashier,511,2019-10-27,5315909bf9@example.com,+13134680941
512,Jane,Jones,Cashier,512,2019-06-14,0321c9dc9a@example.com,+12767842415
513,Jane,Smith,Customer Service,513,2020-02-16,3194065851@example.com,+13278582330
514,Lisa,Brown,Stock Clerk,514,2020-01-11,eb872f1403@example.com,+12834078911
515,John,Williams,Cashier,515,2021-08-29,c8c98c5080@example.com,+11048221070
516,Emily,Davis,Customer Service,516,2021-04-08,6285d415bf@example.com,+13937057771
517,John,Jones,Stock Clerk,517,2022-07-25,30659ac98a@example.com,+17126306885
518,Emily,Johnson,Cashier,518,2020-01-25,959df41ce7@example.com,+14459683518
519,Sarah,Johnson,Cashier,519,2019-08-13,885432963b@example.com,+11040743974
520,Jane,Miller,Customer Service,520,2019-04-29,cf0454f6cf@example.com,+17247446588
521,Robert,Davis,Manager,521,2021-03-19,1bbca160b7@example.com,+12806016126
522,Emily,Miller,Cashier,522,2019-04-25,399201f766@example.com,+11075857917
523,Jane,Brown,Customer Service,523,2019-11-12,722397521a@example.com,+11918920981
524,David,Johnson,Manager,524,2022-02-21,3f400c505c@example.com,+19978374566
525,David,Miller,Customer Service,525,2018-09-28,6f6a997ead@example.com,+11072682361
526,Michael,Davis,Stock Clerk,526,2020-09-11,cd39465916@example.com,+19360623295
527,John,Miller,Stock Clerk,527,2020-02-06,a08954842d@example.com,+17109625906
528,David,Johnson,Cashier,528,2019-09-24,68ff2c09e4@example.com,+11032226611
529,John,Garcia,Sales Associate,529,2019-06-11,df0308eb78@example.com,+14829217752
530,Lisa,Jones,Sales Associate,530,2019-01-24,44d03acacf@example.com,+13485504660
531,Robert,Smith,Stock Clerk,531,2022-07-29,3d2fbbf1bc@example.com,+11075999740
532,Michael,Miller,Customer Service,532,2018-10-27,06e99857a3@example.com,+19548673279
533,David,Smith,Cashier,533,2020-10-02,914fc247c9@example.com,+16893464978
534,Emily,Williams,Cashier,534,2021-05-01,69670402b9@example.com,+14431554090
535,Sarah,Brown,Manager,535,2019-06-06,3a315af72d@example.com,+12395297075
536,Sarah,Williams,Cashier,536,2020-09-04,339e13ae26@example.com,+15363512077
537,David,Brown,Customer Service,537,2020-11-09,3e5a5f863c@example.com,+11021349581
538,Emily,Davis,Stock Clerk,538,2021-07-16,6566c46f70@example.com,+18993059181
539,John,Johnson,Stock Clerk,539,2020-02-09,eb7dd2ba35@example.com,+18451224477
540,Sarah,Garcia,Customer Service,540,2021-04-23,9e1b3d0a4d@example.com,+19315482088
541,Lisa,Williams,Customer Service,541,2020-02-22,b11b727931@example.com,+12319161481
542,David,Johnson,Stock Clerk,542,2020-04-30,20a8665787@example.com,+17675763594
543,Robert,Smith,Stock Clerk,543,2021-04-16,1d8eb7b773@example.com,+17512726127
544,John,Brown,Customer Service,544,2021-11-02,92597aef40@example.com,+12925373115
545,David,Williams,Manager,545,2018-11-23,f49fc6fe51@example.com,+12820506159
546,Jane,Williams,Manager,546,2020-05-30,e9fce77519@example.com,+17565600720
547,John,Smith,Cashier,547,2021-06-19,8cc503289e@example.com,+12499478175
548,John,Davis,Customer Service,548,2019-05-19,6e90252e38@example.com,+17424370559
549,Emily,Smith,Stock Clerk,549,2019-12-28,fb748b2f1b@example.com,+16165062230
550,Robert,Jones,Customer Service,550,2019-09-18,6bc69d9729@example.com,+13475392047
551,David,Brown,Manager,551,2020-12-02,d47edf73bc@example.com,+18815220568
552,Emily,Jones,Manager,552,2018-11-06,46573996d2@example.com,+12102967800
553,Michael,Williams,Customer Service,553,2020-10-01,f2085bbd5c@example.com,+19916698202
554,Lisa,Williams,Stock Clerk,554,2020-01-02,6ed7fb6b66@example.com,+14929623854
555,Robert,Brown,Stock Clerk,555,2019-11-01,216ec3abc3@example.com,+11627531993
556,Emily,Williams,Sales Associate,556,2022-07-19,bc0b00ded1@example.com,+11027422794
557,Emily,Williams,Stock Clerk,557,2019-12-25,76e6ce0111@example.com,+16826292726
558,Robert,Miller,Cashier,558,2020-04-17,f14a5719ec@example.com,+11067944628
559,John,Jones,Manager,559,2022-02-25,36cacfe212@example.com,+12435311203
560,Jane,Johnson,Manager,560,2021-12-19,ba8ed0bf49@example.com,+15969050002
561,Emily,Miller,Manager,561,2019-06-21,d3d26991b3@example.com,+12515179950
562,Sarah,Johnson,Cashier,562,2019-11-04,0365513461@example.com,+15114287144
563,Robert,Davis,Manager,563,2018-11-19,d50d06f66a@example.com,+17220271126
564,Jane,Brown,Cashier,564,2021-12-06,e2a5b0c5c0@example.com,+16925687408
565,Lisa,Smith,Stock Clerk,565,2021-03-04,a5042ffa59@example.com,+19092644953
566,Michael,Jones,Cashier,566,2021-02-04,0d94e2021e@example.com,+19236909318
567,Sarah,Garcia,Manager,567,2022-07-27,adf992e04d@example.com,+12035295226
568,Robert,Brown,Manager,568,2019-03-13,4f24da2bda@example.com,+18358343726
569,Michael,Garcia,Stock Clerk,569,2022-05-26,9be1d19d58@example.com,+17446840885
570,John,Williams,Stock Clerk,570,2022-06-07,0282db3e5b@example.com,+15276582835
571,Jane,Garcia,Cashier,571,2022-08-17,a3c49d584d@example.com,+14352676512
572,Jane,Williams,Sales Associate,572,2018-09-30,32d8ea0957@example.com,+17834915058
573,Lisa,Davis,Customer Service,573,2021-04-03,165a2f269a@example.com,+13274885935
574,Robert,Miller,Cashier,574,2019-06-11,37dbe5df2e@example.com,+13685646639
575,Emily,Johnson,Stock Clerk,575,2019-04-10,8250741186@example.com,+17182355196
576,Jane,Garcia,Sales Associate,576,2019-02-26,1ab536af85@example.com,+13574093562
577,Emily,Williams,Cashier,577,2018-11-15,a0cc2bc389@example.com,+11563873585
578,Emily,Williams,Cashier,578,2021-07-02,4a71fa0e98@example.com,+12412591038
579,Michael,Williams,Manager,579,2020-01-15,72ad78c1e7@example.com,+13503147014
580,Robert,Garcia,Sales Associate,580,2020-10-06,967db83279@example.com,+12131569386
581,Emily,Jones,Stock Clerk,581,2019-04-06,cf3926c619@example.com,+15165628718
582,Sarah,Garcia,Cashier,582,2019-01-15,c98b3f2390@example.com,+15478668903
583,Michael,Smith,Sales Associate,583,2022-08-23,4f5c85eb35@example.com,+14312048665
584,Jane,Jones,Stock Clerk,584,2019-09-27,e07737ce47@example.com,+16254314715
585,John,Johnson,Customer Service,585,2020-12-04,ee0d38af97@example.com,+11000092318
586,Robert,Miller,Cashier,586,2019-06-29,7784bea767@example.com,+19419530141
587,David,Johnson,Cashier,587,2022-04-20,0441d59ed0@example.com,+11295710584
588,Emily,Davis,Manager,588,2021-08-04,90918d9ee5@example.com,+13031881308
589,Robert,Williams,Cashier,589,2022-04-19,e49ed463d0@example.com,+11532972928
590,Robert,Jones,Sales Associate,590,2018-10-07,36ad4bfb95@example.com,+12126407057
591,Robert,Miller,Sales Associate,591,2021-04-22,03c65b64b1@example.com,+11059833123
592,Lisa,Smith,Manager,592,2018-12-26,0aac14401a@example.com,+12650670188
593,John,Johnson,Manager,593,2021-04-23,d1aa023905@example.com,+12069618200
594,Michael,Johnson,Customer Service,594,2022-04-30,5d1dc0154b@example.com,+17791833213
595,Emily,Brown,Cashier,595,2018-11-12,a27fb3d1ad@example.com,+11075601652
596,Emily,Garcia,Manager,596,2021-04-11,4353bbad52@example.com,+15551465061
597,Sarah,Jones,Cashier,597,2021-05-04,b0c2339aae@example.com,+11033721427
598,John,Garcia,Customer Service,598,2019-11-22,bbd12f2663@example.com,+12328470904
599,Michael,Johnson,Sales Associate,599,2020-03-08,994f6fbb72@example.com,+11718192329
600,Sarah,Williams,Stock Clerk,600,2019-08-22,858d08f620@example.com,+18831332978
601,Robert,Brown,Customer Service,601,2019-02-11,69e119c8af@example.com,+15778120782
602,Emily,Brown,Manager,602,2022-01-31,c95e19b2ce@example.com,+13516151001
603,Michael,Johnson,Stock Clerk,603,2020-08-31,5a40509fa9@example.com,+11590343610
604,Michael,Brown,Stock Clerk,604,2022-03-12,4465ecaf62@example.com,+19721160782
605,David,Jones,Stock Clerk,605,2019-01-19,ebf84eda5c@example.com,+11432246210
606,David,Jones,Manager,606,2022-03-31,e649a7c8a5@example.com,+18341700809
607,Robert,Brown,Cashier,607,2021-05-25,dea4b7b7e0@example.com,+15612833896
608,David,Davis,Cashier,608,2018-11-18,ce5b97fed8@example.com,+17808864612
609,Emily,Johnson,Customer Service,609,2021-05-01,67cca24a31@example.com,+16198149861
610,Robert,Miller,Sales Associate,610,2021-06-16,72e0f47a41@example.com,+11001320501
611,David,Williams,Cashier,611,2020-07-23,3790f7ba0f@example.com,+14287345387
612,David,Davis,Customer Service,612,2019-02-05,1b438c199b@example.com,+14709907848
613,Sarah,Brown,Sales Associate,613,2018-10-22,b4ade51e85@example.com,+12126760146
614,John,Davis,Sales Associate,614,2019-09-04,3244c53636@example.com,+16589203356
615,Robert,Garcia,Sales Associate,615,2022-01-20,ea6c3f2af8@example.com,+11273315176
616,Robert,Jones,Stock Clerk,616,2018-12-12,e85361516d@example.com,+11029498841
617,John,Davis,Stock Clerk,617,2021-06-27,b5beb99c60@example.com,+19517162908
618,Jane,Johnson,Stock Clerk,618,2022-05-07,9ce0b1dd19@example.com,+11028730542
619,Emily,Miller,Manager,619,2020-06-01,84fd181978@example.com,+13148696622
620,Robert,Brown,Cashier,620,2019-08-13,7f7a644171@example.com,+11040187435
621,Michael,Garcia,Customer Service,621,2018-09-10,d40e8ebb87@example.com,+14732535866
622,Jane,Miller,Manager,622,2018-12-04,3e70e7ba5b@example.com,+19627741644
623,Sarah,Garcia,Sales Associate,623,2020-02-19,7b46016048@example.com,+18325566595
624,David,Garcia,Cashier,624,2021-04-27,725b8122d3@example.com,+19792421478
625,Lisa,Johnson,Manager,625,2021-03-06,aa75c68c71@example.com,+11219804670
626,John,Johnson,Sales Associate,626,2018-12-29,fd0fef514c@example.com,+18031066361
627,Emily,Smith,Cashier,627,2019-05-23,83a08ef3b5@example.com,+11412861088
628,David,Miller,Customer Service,628,2019-12-22,39df4ffd89@example.com,+13157102456
629,Robert,Jones,Cashier,629,2022-08-29,71aef292ef@example.com,+15592777036
630,Sarah,Jones,Manager,630,2019-11-27,2eaf2dd266@example.com,+19226152608
631,Sarah,Brown,Stock Clerk,631,2019-12-16,459dd42a08@example.com,+19946477339
632,Jane,Smith,Cashier,632,2020-03-07,827e9e6e73@example.com,+17989675273
633,Michael,Johnson,Sales Associate,633,2020-10-29,5a0b5836d9@example.com,+17893552332
634,Sarah,Johnson,Customer Service,634,2021-03-16,b79912fe38@example.com,+13385085947
635,Jane,Garcia,Cashier,635,2022-06-26,8f44556986@example.com,+12694332979
636,Jane,Johnson,Stock Clerk,636,2021-07-27,6c99ed3353@example.com,+12343917668
637,David,Brown,Sales Associate,637,2019-02-06,791caa7f4d@example.com,+19960682920
638,David,Smith,Cashier,638,2021-01-07,479c2d3094@example.com,+19917509252
639,John,Brown,Customer Service,639,2022-03-24,72c897dcde@example.com,+15070921522
640,Lisa,Smith,Stock Clerk,640,2018-12-19,19112a9106@example.com,+12900780577
641,Emily,Brown,Manager,641,2019-12-08,63f9adbbe0@example.com,+17695654911
642,David,Miller,Stock Clerk,642,2019-01-25,08acc374d4@example.com,+17033209881
643,David,Johnson,Cashier,643,2018-10-26,553fba67ee@example.com,+16415788404
644,Emily,Brown,Customer Service,644,2022-01-25,da0c688f71@example.com,+15184876349
645,Michael,Garcia,Manager,645,2018-12-11,0d6dbe5211@example.com,+15502055157
646,Emily,Miller,Stock Clerk,646,2022-07-05,f6ed4a7c8b@example.com,+11519946618
647,Michael,Williams,Sales Associate,647,2021-04-17,14b0efdce7@example.com,+19873354818
648,John,Davis,Sales Associate,648,2022-05-28,7cfc309ca9@example.com,+11085935770
649,Michael,Brown,Sales Associate,649,2021-03-24,4b34ed62bf@example.com,+11903051790
650,John,Williams,Stock Clerk,650,2019-12-31,577c072248@example.com,+11070680509
651,John,Miller,Customer Service,651,2020-12-26,f8038d9a29@example.com,+12854173862
652,Lisa,Garcia,Cashier,652,2020-11-21,b25db21506@example.com,+12926943369
653,Michael,Jones,Cashier,653,2020-03-10,5b9a174144@example.com,+13354254456
